"","Estado.del.concurso","Fecha.hora.de.publicación","Cartel","Número.de.procedimiento","Número.de.SICOP","Institución","Nombre","Concurso.confidencial","Enc.Pub.Gest.Apertu","Elaborador","Enc.Solic.Est.Ofert","Registro.del.pliego.de.condiciones","Versiones.del.cartel","Versión.en.consulta","Descripción.del.procedimiento","Clasificación.del.objeto","Tipo.de.procedimiento","Tipo.de.modalidad","Tipo.de.recepción.de.ofertas","Lugar.de.apertura","Inicio.de.recepción.de.ofertas","Cierre.de.recepción.de.ofertas","Fecha.hora.de.apertura.de.ofertas","Plazo.del.acto.final","Presupuesto.total.estimado","Presupuesto.total.estimado.USD..Opcional.","Fundamento.jurídico","cant_cod"
"168","Contrato","03/10/2022 13:26","Real","2022CD-000068-0021911601","-","Municipalidad ","Turrubares","No","Jesus Alberto Lopez Lopez","Jesus Alberto Lopez Lopez","Jesus Alberto Lopez Lopez","Registro","","20220904453-00","Compra de motosierra y podadora telescopica de la unidad tecnica de gestión vial de la municipalidad de turrubares","Bienes","Contratación directa","Cantidad definida","En línea","https://www.sicop.go.cr","03/10/2022 14:00","06/10/2022 13:00","06/10/2022 13:01","10 Días hábiles",1020000,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)","116"
"169","Contrato","03/10/2022 15:32","Real","2022CD-000126-0021000001","-","Municipalidad ","Santa Cruz","No","Jorge Luis Zuñiga Abarca","Jorge Luis Zuñiga Abarca","Jorge Luis Zuñiga Abarca","Registro","","20221000171-00","Definición del perfil tecnológico y guía para la aplicación del nuevo marco de gestión de ti de la municipalidad de santa cruz","Servicios","Contratación directa","Cantidad definida","En línea","https://www.sicop.go.cr","03/10/2022 16:00","07/10/2022 10:00","07/10/2022 10:00","10 Días hábiles",4583383.2,"7.260 [USD]","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)","503"
"170","Contrato","03/10/2022 17:32","Real","2022CD-000256-0003600001","-","Municipalidad ","San Carlos","No","Nersy Arce Araya","Nersy Arce Araya","Nersy Arce Araya","Registro","","20221000046-00","Alquiler de edificio para instalar la oficina de seguridad ciudadana de la municipalidad de san carlos","Servicios","Contratación directa","Cantidad definida","En línea","https://www.sicop.go.cr","03/10/2022 18:00","10/10/2022 14:00","10/10/2022 14:00","10 Días hábiles",19200000,"","Contratación directa para arrendamiento o compra de bienes únicos (Artículo 2 inc. d) LCA y artículo 139 inciso j) RLCA.","210"
"171","Adjudicación en firme","04/10/2022 12:46","Real","2022CD-000149-0002300005","-","Municipalidad ","Sarapiqui","No","Elvin Hernandez Loria","Elvin Hernandez Loria","Elvin Hernandez Loria","Registro","","20221000359-00","Contratación de servicios auxiliares para departamento de bienes inmuebles de la municipalidad de sarapiqui","Servicios","Contratación directa","Según demanda","En línea","https://www.sicop.go.cr","04/10/2022 13:00","06/10/2022 16:00","06/10/2022 16:00","4 Días hábiles",2778.49,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)","410"
"172","Contrato","04/10/2022 13:47","Real","2022LA-000014-0000700001","-","Municipalidad ","Grecia","No","Jacqueline Andrea Soto Vargas","Jacqueline Andrea Soto Vargas","Jacqueline Andrea Soto Vargas","Modificar","20221000372-01","20221000372-00","“Servicio de alquiler de tarimas, toldos, sillas, decoración y equipo diverso para actividades de la municipalidad de grecia (modalidad contra demanda)”","Bienes/servicios","Licitación abreviada","Según demanda","En línea","https://www.sicop.go.cr","04/10/2022 14:00","14/10/2022 10:00","14/10/2022 10:00","14 Días hábiles",6e+06,"",NA,"203"
"173","Contrato","04/10/2022 16:10","Real","2022CD-000024-0004400001","-","Municipalidad ","Golfito","No","Karen Mirelli Moya Diaz","Karen Mirelli Moya Diaz","Karen Mirelli Moya Diaz","Registro","","20221000426-00","Convenio de cooperación entre las municipalidades de golfito y corredores para la disposición final de residuos sólidos del cantón de golfito","Servicios","Contratación directa","Cantidad definida","En línea","https://www.sicop.go.cr","04/10/2022 16:15","06/10/2022 12:00","06/10/2022 12:00","3 Días naturales",6194670,"","Contratación directa de actividad contractual desarrollada entre sujetos de derecho público (Artículo 2 inc. c) LCA y artículo 138 RLCA.","607"
"174","Desierto/Infructuoso","05/10/2022 07:57","Real","2022CD-000282-0022030101","-","Municipalidad ","Cartago","No","Mauricio Aguilar Marin","Mauricio Aguilar Marin","Mauricio Aguilar Marin","Registro","","20220904708-00","21391 - contratar el servicio de mantenimiento y reparación de maquinaria y equipo menor en el departamento de acueductos de la municipalidad de carta","Servicios","Contratación directa","Según demanda","En línea","https://www.sicop.go.cr","05/10/2022 08:00","11/10/2022 08:00","11/10/2022 08:05","10 Días hábiles",2e+06,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)","301"
"175","Contrato","05/10/2022 09:11","Real","2022CD-000159-0005500001","-","Municipalidad ","Atenas","No","Freddy Alejandro Chaves Suarez","Freddy Alejandro Chaves Suarez","Freddy Alejandro Chaves Suarez","Modificar","20221000523-01 20221000523-02","20221000523-00","Contratación para un proyecto de adopción de las nicso para la municipalidad de atenas","Servicios","Contratación directa","Servicios","En línea","https://www.sicop.go.cr","05/10/2022 09:30","18/10/2022 11:00","18/10/2022 11:00","10 Días hábiles",1e+07,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)","205"
"176","Contrato","05/10/2022 15:25","Real","2022LA-000004-0019400001","-","Municipalidad ","Osa","No","Anthony Gámez Picado","Anthony Gámez Picado","Anthony Gámez Picado","Registro","","20221000626-00","Servicio de mantenimiento preventivo o correctivo y adquisición de repuestos genuinos, para las unidades vehiculares de la municipalidad de osa, segun demanda","Bienes/servicios","Licitación abreviada","Según demanda","En línea","https://www.sicop.go.cr","06/10/2022 09:00","02/11/2022 09:00","02/11/2022 09:05","40 Días hábiles",3,"",NA,"605"
"177","Contrato","05/10/2022 16:11","Real","2022LA-000005-0019400001","-","Municipalidad ","Osa","No","Gregory Josue Montero Gomez","Gregory Josue Montero Gomez","Gregory Josue Montero Gomez","Modificar","20221000579-01","20221000579-00","Adquisicion de un camion tipo cabezal para la utgv de la municipalidad de osa","Bienes","Licitación abreviada","Cantidad definida","En línea","https://www.sicop.go.cr","06/10/2022 08:00","26/10/2022 08:00","26/10/2022 08:05","30 Días hábiles",8.7e+07,"",NA,"605"
"178","Contrato","06/10/2022 10:29","Real","2022CD-000022-0021100001","-","Municipalidad ","Orotina","No","Jeffry Miranda Mena","Ana Lucia Chaves Peréz","Jeffry Miranda Mena","Registro","","20221000800-00","Compra de ups y repuestos de ups, fusores para impresoras xerox para la municipalidad de orotina según demanda","Bienes","Contratación directa","Según demanda","En línea","https://www.sicop.go.cr","06/10/2022 16:00","12/10/2022 09:00","12/10/2022 09:05","10 Días hábiles",1283494.77,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)","209"
"179","Desierto/Infructuoso","06/10/2022 11:19","Real","2022CD-000144-0003900001","-","Municipalidad ","Nicoya","No","Adriana Espinoza Montano","Maria Azucena Rodriguez Jimenez","Adriana Espinoza Montano","Modificar","20221000825-01","20221000825-00","Servicios profesionales para soporte profesional al departamento de control constructivo y obra pública de la municipalidad de nicoya","Servicios","Contratación directa","Servicios","En línea","https://www.sicop.go.cr","10/10/2022 07:30","13/10/2022 15:00","13/10/2022 15:01","10 Días hábiles",3e+06,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)","502"
"180","Contrato","06/10/2022 14:22","Real","2022CD-000025-0004400001","-","Municipalidad ","Golfito","No","Karen Mirelli Moya Diaz","Karen Mirelli Moya Diaz","Karen Mirelli Moya Diaz","Registro","","20220904588-00","Suministro de combustible para la flotilla de la utgvm municipalidad de golfito","Bienes/servicios","Contratación directa","Cantidad definida","En línea","https://www.sicop.go.cr","06/10/2022 15:00","10/10/2022 10:00","10/10/2022 10:00","10 Días naturales",25877596,"","Contratación directa para compra de combustible en las estaciones de servicios (Artículo 2 inc. d) LCA y artículo 139 inciso n) RLCA.","607"
"181","Contrato","06/10/2022 15:32","Real","2022CD-000235-0021700001","-","Municipalidad ","Heredia","No","Enio Vargas Arrieta","Enio Vargas Arrieta","Enio Vargas Arrieta","Registro","","20221000980-00","Contratacion de servicios de demolicion total de escuela de la gran samaria, en san francisco de heredia para la municipalidad de heredia","Servicios","Contratación directa","Servicios","En línea","https://www.sicop.go.cr","12/10/2022 12:00","13/10/2022 10:00","13/10/2022 10:00","10 Días hábiles",1.4e+07,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)","401"
"182","Contrato","07/10/2022 08:52","Real","2022LA-000011-0019100001","-","Municipalidad ","Coto Brus","No","Iris de Jesus Vindas Chaves","Iris de Jesus Vindas Chaves","Iris de Jesus Vindas Chaves","Registro","","20221000706-00","Compra de miniexcavadora para el servicio de residuos solidos de la municipalidad de coto brus","Bienes/servicios","Licitación abreviada","Cantidad definida","En línea","https://www.sicop.go.cr","10/10/2022 07:00","14/10/2022 13:30","14/10/2022 13:31","10 Días hábiles",5e+07,"",NA,"608"
"183","Desierto/Infructuoso","07/10/2022 14:00","Real","2022CD-000172-0000700001","-","Municipalidad ","Grecia","No","Jacqueline Andrea Soto Vargas","Jacqueline Andrea Soto Vargas","Jacqueline Andrea Soto Vargas","Registro","","20221001214-00","Servicios de alquiler de inflables, circuitos de aventura con canopy para eventos de la municipalidad de grecia","Servicios","Contratación directa","Cantidad definida","En línea","https://www.sicop.go.cr","07/10/2022 14:10","11/10/2022 10:00","11/10/2022 10:00","4 Días hábiles",3200000,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)","203"
"184","Adjudicación en firme","10/10/2022 12:24","Real","2022CD-000173-0017500001","-","Municipalidad ","Turrialba","No","Hannia Rojas Segura","Hannia Rojas Segura","Hannia Rojas Segura","Registro","","20221001438-00","Adquisición de combustible administración municipalidad de turrialba","Bienes","Contratación directa","Cantidad definida","En línea","https://www.sicop.go.cr","10/10/2022 13:00","10/10/2022 14:00","10/10/2022 14:01","10 Días hábiles",1e+06,"","Contratación directa para compra de combustible en las estaciones de servicios (Artículo 2 inc. d) LCA y artículo 139 inciso n) RLCA.","305"
"185","Adjudicación en firme","10/10/2022 12:46","Real","2022LA-000006-0016600012","-","Municipalidad ","Sarchi","No","Blanca Molina Urbina","Blanca Molina Urbina","Blanca Molina Urbina","Modificar","20221001294-01","20221001294-00","Construcción y direccion técnica de la sala de capacitación ambiental para la municipalidad de sarchí”","Obra publica","Licitación abreviada","Cantidad definida","En línea","https://www.sicop.go.cr","10/10/2022 14:00","07/11/2022 10:00","07/11/2022 10:00","40 Días hábiles",6e+07,"",NA,"212"
"186","Contrato","10/10/2022 14:45","Real","2022CD-000046-0022900511","-","Municipalidad ","Hojancha","No","Wadih Mejias Espinoza","Wadih Mejias Espinoza","Wadih Mejias Espinoza","Registro","","20221001482-00","Compra de central telefonica para la municipalidad de hojancha","Bienes/servicios","Contratación directa","Cantidad definida","En línea","https://www.sicop.go.cr","13/10/2022 07:30","14/10/2022 10:00","14/10/2022 11:00","10 Días hábiles",3e+06,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)","511"
"187","Adjudicación en firme","11/10/2022 11:09","Real","2022LA-000027-0021700001","-","Municipalidad ","Heredia","No","Enio Vargas Arrieta","Enio Vargas Arrieta","Enio Vargas Arrieta","Modificar","20221001672-01","20221001672-00","Construccion del cementerio de varablanca para la municipalidad de heredia","Bienes","Licitación abreviada","Servicios","En línea","https://www.sicop.go.cr","24/10/2022 07:00","25/10/2022 10:00","25/10/2022 10:00","20 Días hábiles",1.98e+08,"",NA,"401"
"188","Adjudicado","11/10/2022 11:58","Real","2022LA-000022-0020800001","-","Municipalidad ","Escazu","No","Ronald Morales Cerdas","Ronald Morales Cerdas","Ronald Morales Cerdas","Registro","","20221001658-00","Suministro e impresión de productos publicitarios o promocionales para las actividades realizadas por la municipalidad de escazú","Servicios","Licitación abreviada","Según demanda","En línea","https://www.sicop.go.cr","11/10/2022 12:00","18/10/2022 11:00","18/10/2022 11:01","10 Días hábiles",6499976,"",NA,"102"
"189","Contrato","12/10/2022 13:54","Real","2022CD-000239-0021700001","-","Municipalidad ","Heredia","No","Silvia Elena Espinoza Quesada","Silvia Elena Espinoza Quesada","Silvia Elena Espinoza Quesada","Modificar","20221001950-01","20221001950-00","Compra e instalación de aire acondicionado para la municipalidad de heredia","Bienes","Contratación directa","Cantidad definida","En línea","https://www.sicop.go.cr","18/10/2022 08:00","21/10/2022 11:00","21/10/2022 11:00","10 Días hábiles",10040104,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)","401"
"190","Contrato","12/10/2022 14:31","Real","2022CD-000029-0028011201","-","Municipalidad ","Acosta","No","Allan Alberto Segura Alfaro","Allan Alberto Segura Alfaro","Allan Alberto Segura Alfaro","Registro","","20221001967-00","Servicios de contratación de mantenimiento general de flotilla vehicular del área de recolección de residuos de la municipalidad de acosta.","Bienes/servicios","Contratación directa","Según demanda","En línea","https://www.sicop.go.cr","12/10/2022 15:00","19/10/2022 11:00","19/10/2022 11:00","10 Días hábiles",3470000,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)","112"
"191","Contrato","12/10/2022 14:43","Real","2022CD-000231-0021600001","-","Municipalidad ","Desamparados","No","Melissa Jimenez Venegas","Melissa Jimenez Venegas","Melissa Jimenez Venegas","Registro","","20221001979-00","Alquiler de cabañas sanitarias para actividades de celebración del cantonato 160 de la municipalidad de desamparados.","Bienes/servicios","Contratación directa","Cantidad definida","En línea","https://www.sicop.go.cr","12/10/2022 15:00","14/10/2022 12:00","14/10/2022 12:05","5 Días hábiles",6e+05,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)","103"
"192","Contrato","12/10/2022 14:47","Real","2022CD-000154-0002300005","-","Municipalidad ","Sarapiqui","No","Adilia Sanchez Montoya","Adilia Sanchez Montoya","Adilia Sanchez Montoya","Modificar","20221001960-01","20221001960-00","Solicitud de confección de uniforme para la unidad de plataforma de servicios de la municipalidad de sarapiquí","Bienes","Contratación directa","Cantidad definida","En línea","https://www.sicop.go.cr","12/10/2022 15:00","17/10/2022 16:00","17/10/2022 16:00","6 Días hábiles",1121746.746,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)","410"
"193","Contrato","12/10/2022 14:57","Real","2022CD-000233-0021600001","-","Municipalidad ","Desamparados","No","Melissa Jimenez Venegas","Melissa Jimenez Venegas","Melissa Jimenez Venegas","Registro","","20221001989-00","Alimentación para actividades de celebración del cantonato 160 de la municipalidad de desamparados.","Bienes/servicios","Contratación directa","Cantidad definida","En línea","https://www.sicop.go.cr","12/10/2022 15:00","14/10/2022 12:00","14/10/2022 12:05","15 Días hábiles",1500000,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)","103"
"194","Contrato","13/10/2022 13:03","Real","2022CD-000037-0019400001","-","Municipalidad ","Osa","No","Anthony Gámez Picado","Anthony Gámez Picado","Anthony Gámez Picado","Registro","","20221002093-00","4x4, para el departamento de urbanismo de la municipalidad de osa","Bienes","Contratación directa","Cantidad definida","En línea","https://www.sicop.go.cr","14/10/2022 14:00","18/10/2022 14:00","18/10/2022 14:05","6 Días hábiles",2e+07,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)","605"
