"","Funcionarios.relacionados","Estado.del.concurso","Fecha.hora.de.publicación","Cartel","Número.de.procedimiento","Número.de.SICOP","Nombre.de.la.institución","Concurso.confidencial","Encargado.de.publicación..gestión.de.objeciones.y.apertura","Elaborador","Encargado.de.solicitar.estudio.de.ofertas.recomendación.del.acto.final","Registro.del.pliego.de.condiciones","Versiones.del.cartel","Versión.en.consulta","Descripción.del.procedimiento","Clasificación.del.objeto","Tipo.de.procedimiento","Tipo.de.modalidad","Tipo.de.recepción.de.ofertas","Lugar.de.apertura","Inicio.de.recepción.de.ofertas","Cierre.de.recepción.de.ofertas","Fecha.hora.de.apertura.de.ofertas","Plazo.del.acto.final","Presupuesto.total.estimado","Presupuesto.total.estimado.USD..Opcional.","Fundamento.jurídico"
"150","Funcionarios relacionados con el concurso","Contrato","28/09/2022 11:43","Real","2022CD-000057-0021911601","-","Municipalidad de Turrubares","No","JESUS ALBERTO LOPEZ LOPEZ","JESUS ALBERTO LOPEZ LOPEZ","JESUS ALBERTO LOPEZ LOPEZ","Registro","","20220903325-00","COMPRA DE PRODUCTOS QUIMICOS, MINERALES, ASFALTICOS Y MADERA PARA LA UNIDAD TECNICA DE GESTIÓN VIAL DE LA MUNICIPALIDAD DE TURRUBARES","BIENES","CONTRATACIÓN DIRECTA","Cantidad definida","En línea","https://www.sicop.go.cr","28/09/2022 13:00","30/09/2022 13:30","30/09/2022 13:31","10 Días hábiles","2.470.000 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"151","Funcionarios relacionados con el concurso","Contrato","28/09/2022 11:49","Real","2022CD-000058-0021911601","-","Municipalidad de Turrubares","No","JESUS ALBERTO LOPEZ LOPEZ","JESUS ALBERTO LOPEZ LOPEZ","JESUS ALBERTO LOPEZ LOPEZ","Registro","","20220903349-00","COMPRA DE UTILES Y MATERIALES DE RESGUARDO PARA LA UNIDAD TECNICA DE GESTIÓN VIAL, MUNICIPALIDAD DE TURRUBARES","BIENES","CONTRATACIÓN DIRECTA","Cantidad definida","En línea","https://www.sicop.go.cr","28/09/2022 13:00","30/09/2022 14:00","30/09/2022 14:01","10 Días hábiles","80.000 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"152","Funcionarios relacionados con el concurso","Contrato","28/09/2022 11:55","Real","2022CD-000059-0021911601","-","Municipalidad de Turrubares","No","JESUS ALBERTO LOPEZ LOPEZ","JESUS ALBERTO LOPEZ LOPEZ","JESUS ALBERTO LOPEZ LOPEZ","Registro","","20220903373-00","COMPRA DE MATERIALES METALICOS PARA LA UNIDAD TECNICA DE GESTIÓN VIAL DE LA MUNICIPALIDAD DE TURRUBARES","BIENES","CONTRATACIÓN DIRECTA","Cantidad definida","En línea","https://www.sicop.go.cr","28/09/2022 13:00","30/09/2022 14:30","30/09/2022 14:31","10 Días hábiles","1.080.000 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"153","Funcionarios relacionados con el concurso","Contrato","28/09/2022 13:28","Real","2022CD-000060-0021911601","-","Municipalidad de Turrubares","No","JESUS ALBERTO LOPEZ LOPEZ","JESUS ALBERTO LOPEZ LOPEZ","JESUS ALBERTO LOPEZ LOPEZ","Registro","","20220903386-00","COMPRA DE MATERIALES Y PRODUCTOS ELECTRICOS PARA LA UNIDAD TECNICA DE GESTIÓN VIAL DE LA MUNICIPALIDAD DE TURRUBARES","BIENES","CONTRATACIÓN DIRECTA","Cantidad definida","En línea","https://www.sicop.go.cr","28/09/2022 14:00","03/10/2022 13:00","03/10/2022 13:01","10 Días hábiles","210.000 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"154","Funcionarios relacionados con el concurso","Contrato","28/09/2022 13:33","Real","2022CD-000061-0021911601","-","Municipalidad de Turrubares","No","JESUS ALBERTO LOPEZ LOPEZ","JESUS ALBERTO LOPEZ LOPEZ","JESUS ALBERTO LOPEZ LOPEZ","Registro","","20220903475-00","COMPRA DE MATERIALES Y PRODUCTOS DE TINTAS, PINTURAS, DILUYENTES Y PLASTICOS DE LA UNIDAD TECNICA DE GESTION VIAL DE LA MUNICIPALIDAD DE TURRUBARES","BIENES","CONTRATACIÓN DIRECTA","Cantidad definida","En línea","https://www.sicop.go.cr","28/09/2022 14:00","03/10/2022 14:00","03/10/2022 14:01","10 Días hábiles","750.000 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"155","Funcionarios relacionados con el concurso","Contrato","28/09/2022 13:41","Real","2022CD-000062-0021911601","-","Municipalidad de Turrubares","No","JESUS ALBERTO LOPEZ LOPEZ","JESUS ALBERTO LOPEZ LOPEZ","JESUS ALBERTO LOPEZ LOPEZ","Registro","","20220903500-00","COMPRA DE HERRAMIENTAS E INSTRUMENTOS PARA LA UNIDAD TECNICA DE GESTIÓN VIAL DE LA MUNICIPALIDAD DE TURRUBARES","BIENES","CONTRATACIÓN DIRECTA","Cantidad definida","En línea","https://www.sicop.go.cr","28/09/2022 14:00","03/10/2022 15:00","03/10/2022 15:01","10 Días hábiles","670.000 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"156","Funcionarios relacionados con el concurso","Adjudicación en firme","28/09/2022 13:55","Real","2022CD-000064-0021911601","-","Municipalidad de Turrubares","No","JESUS ALBERTO LOPEZ LOPEZ","JESUS ALBERTO LOPEZ LOPEZ","JESUS ALBERTO LOPEZ LOPEZ","Registro","","20220903843-00","SERVICIO DE ALINEADO, ROTACION Y BALANCEO DE LLANTAS PARA LOS VEHICULOS DE LA UNIDAD DE GESTIÓN VIAL DE LA MUNICIPALIDAD DE TURRUBARES.","BIENES/SERVICIOS","CONTRATACIÓN DIRECTA","Cantidad definida","En línea","https://www.sicop.go.cr","29/09/2022 10:00","04/10/2022 14:00","04/10/2022 14:01","10 Días hábiles","400.000 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"157","Funcionarios relacionados con el concurso","Adjudicación en firme","28/09/2022 13:59","Real","2022CD-000065-0021911601","-","Municipalidad de Turrubares","No","JESUS ALBERTO LOPEZ LOPEZ","JESUS ALBERTO LOPEZ LOPEZ","JESUS ALBERTO LOPEZ LOPEZ","Registro","","20220903971-00","“SERVICIOS DE CAMBIO Y REPARACIÓN DE LLANTAS SEGÚN DEMANDA DE EQUIPOS Y VEHCULOS DE LA UNIDAD TECNICA DE GESTIÓN VIAL, MUNICIPALIDAD DE TURRUBARES”","SERVICIOS","CONTRATACIÓN DIRECTA","Cantidad definida","En línea","https://www.sicop.go.cr","30/09/2022 10:00","05/10/2022 13:00","05/10/2022 13:01","10 Días hábiles","300.000 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"158","Funcionarios relacionados con el concurso","Adjudicación en firme","28/09/2022 14:05","Real","2022CD-000066-0021911601","-","Municipalidad de Turrubares","No","JESUS ALBERTO LOPEZ LOPEZ","JESUS ALBERTO LOPEZ LOPEZ","JESUS ALBERTO LOPEZ LOPEZ","Modificar","20220903986-01","20220903986-00","COMPRA E INSTALACIÓN DE SEÑALIZACION VERTICAL PARA LOS DISTRITOS DE LA MUNICIPALIDAD DE TURRUBARES","BIENES/SERVICIOS","CONTRATACIÓN DIRECTA","Cantidad definida","En línea","https://www.sicop.go.cr","05/10/2022 13:00","07/10/2022 15:00","07/10/2022 15:01","10 Días hábiles","4.200.000 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"159","Funcionarios relacionados con el concurso","Contrato","28/09/2022 16:27","Real","2022LA-000020-0004611901","-","Municipalidad de Perez Zeledón","No","JULIAN FALLAS CARVAJAL","JULIAN FALLAS CARVAJAL","JULIAN FALLAS CARVAJAL","Modificar","20220904073-01 20220904073-02","20220904073-00","SERVICIO DE FUMIGACIÓN PARA LOS EDIFICIOS DE LA MUNICIPALIDAD DE PÉREZ ZELEDÓN (MODALIDAD: ENTREGA SEGÚN DEMANDA)","SERVICIOS","LICITACIÓN ABREVIADA","Según demanda","En línea","https://www.sicop.go.cr","29/09/2022 07:00","25/10/2022 10:00","25/10/2022 10:00","20 Días hábiles","10.528.290 [CRC]","",NA
"160","Funcionarios relacionados con el concurso","Contrato","29/09/2022 07:52","Real","2022CD-000031-0020000306","-","MUNICIPALIDAD DE ALVARADO DE PACAYAS","No","CRISTEL MELISSA TENCIO MONTERO","CRISTEL MELISSA TENCIO MONTERO","CRISTEL MELISSA TENCIO MONTERO","Registro","","20220903570-00","Compra de llantas para los vehículos de la UTGVM Municipalidad de Alvarado","BIENES","CONTRATACIÓN DIRECTA","Cantidad definida","En línea","https://www.sicop.go.cr","29/09/2022 08:00","05/10/2022 08:00","05/10/2022 08:01","10 Días hábiles","7.415.000 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"161","Funcionarios relacionados con el concurso","Contrato","29/09/2022 09:33","Real","2022CD-000070-0023600001","-","Municipalidad de Cañas","No","Patricia Wong Quesada","Patricia Wong Quesada","Patricia Wong Quesada","Modificar","20220904420-01","20220904420-00","CONTRATACIÓN DE SERVICIOS PROFESIONALES PARA FINALIZACIÓN DEL PROCESO DE DESARROLLO DE LA APLICACIÓN APP MÓVIL Y SU MANTENIMIENTO RESPECTIVO, PARA LA MUNICIPALIDAD DE CAÑAS","SERVICIOS","CONTRATACIÓN DIRECTA","Servicios","En línea","https://www.sicop.go.cr","30/09/2022 08:00","06/10/2022 15:00","06/10/2022 15:01","10 Días hábiles","2.590.107,3 [CRC]","4.070 [USD]","Contratación directa por ser oferente único (Artículo 2 inc. d LCA y artículo 139 inciso a RLCA)."
"162","Funcionarios relacionados con el concurso","Adjudicación en firme","29/09/2022 12:29","Real","2022CD-000147-0002300005","-","Municipalidad de Sarapiquí","No","ELVIN HERNANDEZ LORIA","ELVIN HERNANDEZ LORIA","ELVIN HERNANDEZ LORIA","Registro","","20220904504-00","SOLICITUD DE CONTRATACIÓN DE SERVICIOS AUXILIARES PARA EL DEPARTAMENTO DE PLATAFORMA DE SERVICIOS DE LA MUNICIPALIDAD DE SARAPIQUÍ","SERVICIOS","CONTRATACIÓN DIRECTA","Según demanda","En línea","https://www.sicop.go.cr","29/09/2022 13:00","03/10/2022 12:00","03/10/2022 12:00","4 Días hábiles","2.778,49 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"163","Funcionarios relacionados con el concurso","Contrato","29/09/2022 13:11","Real","2022CD-000164-0000700001","-","Municipalidad de Grecia","No","JACQUELINE ANDREA SOTO VARGAS","JACQUELINE ANDREA SOTO VARGAS","JACQUELINE ANDREA SOTO VARGAS","Registro","","20220904517-00","Servicio de capacitación para funcionarios de diferentes áreas de la Municipalidad de Grecia referente a la Ley Marco de Empleo Público","SERVICIOS","CONTRATACIÓN DIRECTA","Cantidad definida","En línea","https://www.sicop.go.cr","29/09/2022 13:15","03/10/2022 10:00","03/10/2022 10:00","4 Días hábiles","509.112 [CRC]","800 [USD]","Contratación directa para servicios de capacitación (Artículo 2 inc. d) LCA y artículo 139 inciso e) RLCA."
"164","Funcionarios relacionados con el concurso","Contrato","29/09/2022 13:39","Real","2022LA-000025-0021700001","-","Municipalidad de Heredia","No","SILVIA ELENA ESPINOZA QUESADA","SILVIA ELENA ESPINOZA QUESADA","SILVIA ELENA ESPINOZA QUESADA","Registro","","20220904530-00","CONTRATACIÓN DE OBRAS DE ESTABILIZACIÓN DEL TALUD EN SECTOR VILLAS DEL BOULEVARD PARA LA MUNICIPALIDAD DE HEREDIA","BIENES","LICITACIÓN ABREVIADA","Servicios","En línea","https://www.sicop.go.cr","11/10/2022 08:00","13/10/2022 09:00","13/10/2022 09:00","20 Días hábiles","159.800.000 [CRC]","",NA
"165","Funcionarios relacionados con el concurso","Adjudicación en firme","29/09/2022 14:35","Real","2022CD-000228-0021700001","-","Municipalidad de Heredia","No","Enio Vargas Arrieta","Enio Vargas Arrieta","Enio Vargas Arrieta","Modificar","20220904558-01","20220904558-00","CONTRATACION DE SERVICIOS PROFESIONALES PARA DISEÑO DE AREA PUBLICA URB BERTA EUGENIA PARA LA MUNICIPALIDAD DE HEREDIA","SERVICIOS","CONTRATACIÓN DIRECTA","Servicios","En línea","https://www.sicop.go.cr","04/10/2022 12:00","05/10/2022 10:00","05/10/2022 10:00","8 Días hábiles","10.000.000 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"166","Funcionarios relacionados con el concurso","Contrato","29/09/2022 15:05","Real","2022CD-000229-0021700001","-","Municipalidad de Heredia","No","Enio Vargas Arrieta","ERICKA ARGUELLO SANCHEZ","Enio Vargas Arrieta","Registro","","20220904575-00","SERVICIOS DE IMPRESION DE ROTULOS PARA LA MUNICIPALIDAD DE HEREDIA","SERVICIOS","CONTRATACIÓN DIRECTA","Cantidad definida","En línea","https://www.sicop.go.cr","30/09/2022 07:00","04/10/2022 14:00","04/10/2022 14:00","6 Días hábiles","2.415.000 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"167","Funcionarios relacionados con el concurso","Contrato","29/09/2022 15:30","Real","2022CD-000190-0003100001","-","Municipalidad de Puntarenas","No","LUIS EDWARD ROJAS BARRANTES","LUIS EDWARD ROJAS BARRANTES","INGRID GOMEZ RAMIREZ","Modificar","20220904337-01","20220904337-00","COMPRA DE ZAPATOS PARA EL PERSONAL DE LOS DIFERENTES DEPARTAMENTOS DE LA MUNICIPALIDAD DE DE PUNTARENAS Y UTGV.","BIENES","CONTRATACIÓN DIRECTA","Cantidad definida","En línea","https://www.sicop.go.cr","29/09/2022 16:00","05/10/2022 16:00","05/10/2022 16:15","10 Días hábiles","2.679.000 [CRC]","4.209,68 [USD]","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"168","Funcionarios relacionados con el concurso","Contrato","29/09/2022 15:47","Real","2022CD-000217-0021600001","-","MUNICIPALIDAD DE DESAMPARADOS","No","ILIANA ZAMORA ARAYA","ILIANA ZAMORA ARAYA","ILIANA ZAMORA ARAYA","Registro","","20220904600-00","Desarrollo de Módulo de Recolección de Residuos para Plataforma de Composteros de la Municipalidad de Desamparados","BIENES","CONTRATACIÓN DIRECTA","Servicios","En línea","https://www.sicop.go.cr","30/09/2022 08:30","05/10/2022 00:00","05/10/2022 09:30","5 Días hábiles","13.789.718 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"169","Funcionarios relacionados con el concurso","Adjudicación en firme","30/09/2022 15:57","Real","2022CD-000213-0024100001","-","MUNICIPALIDAD DE GOICOECHEA","No","Ariana Melissa García Arias","Ariana Melissa García Arias","Ariana Melissa García Arias","Registro","","20220904821-00","Contratación de servicio que desarrolle un modelo anual y periódico de rendición de cuentas de la Municipalidad de Goicoechea.","SERVICIOS","CONTRATACIÓN DIRECTA","Servicios","En línea","https://www.sicop.go.cr","04/10/2022 12:00","05/10/2022 12:00","05/10/2022 12:01","10 Días hábiles","2.785.000 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"170","Funcionarios relacionados con el concurso","Contrato","03/10/2022 10:32","Real","2022CD-000141-0004200001","-","Municipalidad de Buenos Aires","No","CARLOS ALBAN SERRANO SILES","CARLOS ALBAN SERRANO SILES","CARLOS ALBAN SERRANO SILES","Registro","","20220904243-00","Compra de alimento para tilapias Convenio CAC - Municipalidad","BIENES","CONTRATACIÓN DIRECTA","Cantidad definida","En línea","https://www.sicop.go.cr","03/10/2022 18:00","06/10/2022 08:00","06/10/2022 08:00","10 Días hábiles","489.000 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"171","Funcionarios relacionados con el concurso","Contrato","03/10/2022 13:26","Real","2022CD-000068-0021911601","-","Municipalidad de Turrubares","No","JESUS ALBERTO LOPEZ LOPEZ","JESUS ALBERTO LOPEZ LOPEZ","JESUS ALBERTO LOPEZ LOPEZ","Registro","","20220904453-00","COMPRA DE MOTOSIERRA Y PODADORA TELESCOPICA DE LA UNIDAD TECNICA DE GESTIÓN VIAL DE LA MUNICIPALIDAD DE TURRUBARES","BIENES","CONTRATACIÓN DIRECTA","Cantidad definida","En línea","https://www.sicop.go.cr","03/10/2022 14:00","06/10/2022 13:00","06/10/2022 13:01","10 Días hábiles","1.020.000 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"172","Funcionarios relacionados con el concurso","Contrato","03/10/2022 15:32","Real","2022CD-000126-0021000001","-","Municipalidad de Santa Cruz","No","JORGE LUIS ZUÑIGA ABARCA","JORGE LUIS ZUÑIGA ABARCA","JORGE LUIS ZUÑIGA ABARCA","Registro","","20221000171-00","DEFINICIÓN DEL PERFIL TECNOLÓGICO Y GUÍA PARA LA APLICACIÓN DEL NUEVO MARCO DE GESTIÓN DE TI DE LA MUNICIPALIDAD DE SANTA CRUZ","SERVICIOS","CONTRATACIÓN DIRECTA","Cantidad definida","En línea","https://www.sicop.go.cr","03/10/2022 16:00","07/10/2022 10:00","07/10/2022 10:00","10 Días hábiles","4.583.383,2 [CRC]","7.260 [USD]","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"173","Funcionarios relacionados con el concurso","Contrato","03/10/2022 17:32","Real","2022CD-000256-0003600001","-","Municipalidad de San Carlos","No","Nersy Arce Araya","Nersy Arce Araya","Nersy Arce Araya","Registro","","20221000046-00","ALQUILER DE EDIFICIO PARA INSTALAR LA OFICINA DE SEGURIDAD CIUDADANA DE LA MUNICIPALIDAD DE SAN CARLOS","SERVICIOS","CONTRATACIÓN DIRECTA","Cantidad definida","En línea","https://www.sicop.go.cr","03/10/2022 18:00","10/10/2022 14:00","10/10/2022 14:00","10 Días hábiles","19.200.000 [CRC]","","Contratación directa para arrendamiento o compra de bienes únicos (Artículo 2 inc. d) LCA y artículo 139 inciso j) RLCA."
"174","Funcionarios relacionados con el concurso","Adjudicación en firme","04/10/2022 12:46","Real","2022CD-000149-0002300005","-","Municipalidad de Sarapiquí","No","ELVIN HERNANDEZ LORIA","ELVIN HERNANDEZ LORIA","ELVIN HERNANDEZ LORIA","Registro","","20221000359-00","CONTRATACIÓN DE SERVICIOS AUXILIARES PARA DEPARTAMENTO DE BIENES INMUEBLES DE LA MUNICIPALIDAD DE SARAPIQUI","SERVICIOS","CONTRATACIÓN DIRECTA","Según demanda","En línea","https://www.sicop.go.cr","04/10/2022 13:00","06/10/2022 16:00","06/10/2022 16:00","4 Días hábiles","2.778,49 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"175","Funcionarios relacionados con el concurso","Contrato","04/10/2022 13:47","Real","2022LA-000014-0000700001","-","Municipalidad de Grecia","No","JACQUELINE ANDREA SOTO VARGAS","JACQUELINE ANDREA SOTO VARGAS","JACQUELINE ANDREA SOTO VARGAS","Modificar","20221000372-01","20221000372-00","“SERVICIO DE ALQUILER DE TARIMAS, TOLDOS, SILLAS, DECORACIÓN Y EQUIPO DIVERSO PARA ACTIVIDADES DE LA MUNICIPALIDAD DE GRECIA (MODALIDAD CONTRA DEMANDA)”","BIENES/SERVICIOS","LICITACIÓN ABREVIADA","Según demanda","En línea","https://www.sicop.go.cr","04/10/2022 14:00","14/10/2022 10:00","14/10/2022 10:00","14 Días hábiles","6.000.000 [CRC]","",NA
"176","Funcionarios relacionados con el concurso","Contrato","04/10/2022 16:10","Real","2022CD-000024-0004400001","-","Municipalidad de Golfito","No","KAREN MIRELLI MOYA DIAZ","KAREN MIRELLI MOYA DIAZ","KAREN MIRELLI MOYA DIAZ","Registro","","20221000426-00","Convenio de cooperación entre las Municipalidades de Golfito y Corredores para la disposición final de residuos sólidos del cantón de Golfito","SERVICIOS","CONTRATACIÓN DIRECTA","Cantidad definida","En línea","https://www.sicop.go.cr","04/10/2022 16:15","06/10/2022 12:00","06/10/2022 12:00","3 Días naturales","6.194.670 [CRC]","","Contratación directa de actividad contractual desarrollada entre sujetos de derecho público (Artículo 2 inc. c) LCA y artículo 138 RLCA."
"177","Funcionarios relacionados con el concurso","Desierto/Infructuoso","05/10/2022 07:57","Real","2022CD-000282-0022030101","-","Municipalidad de Cartago","No","Mauricio Aguilar Marin","Mauricio Aguilar Marin","Mauricio Aguilar Marin","Registro","","20220904708-00","21391 - Contratar el servicio de mantenimiento y reparación de maquinaria y equipo menor en el Departamento de Acueductos de la Municipalidad de Carta","SERVICIOS","CONTRATACIÓN DIRECTA","Según demanda","En línea","https://www.sicop.go.cr","05/10/2022 08:00","11/10/2022 08:00","11/10/2022 08:05","10 Días hábiles","2.000.000 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"178","Funcionarios relacionados con el concurso","Contrato","05/10/2022 09:11","Real","2022CD-000159-0005500001","-","Municipalidad de Atenas","No","FREDDY ALEJANDRO CHAVES SUAREZ","FREDDY ALEJANDRO CHAVES SUAREZ","FREDDY ALEJANDRO CHAVES SUAREZ","Modificar","20221000523-01 20221000523-02","20221000523-00","Contratación para un proyecto de adopción de las NICSO para la Municipalidad de Atenas","SERVICIOS","CONTRATACIÓN DIRECTA","Servicios","En línea","https://www.sicop.go.cr","05/10/2022 09:30","18/10/2022 11:00","18/10/2022 11:00","10 Días hábiles","10.000.000 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"179","Funcionarios relacionados con el concurso","Contrato","05/10/2022 15:25","Real","2022LA-000004-0019400001","-","Municipalidad de Osa","No","Anthony Gámez Picado","Anthony Gámez Picado","Anthony Gámez Picado","Registro","","20221000626-00","SERVICIO DE MANTENIMIENTO PREVENTIVO O CORRECTIVO Y ADQUISICIÓN DE REPUESTOS GENUINOS, PARA LAS UNIDADES VEHICULARES DE LA MUNICIPALIDAD DE OSA, SEGUN DEMANDA","BIENES/SERVICIOS","LICITACIÓN ABREVIADA","Según demanda","En línea","https://www.sicop.go.cr","06/10/2022 09:00","02/11/2022 09:00","02/11/2022 09:05","40 Días hábiles","3 [CRC]","",NA
