"","Estado.del.concurso","Fecha.hora.de.publicación","Número.de.procedimiento","Nombre","Versiones.del.cartel","Versión.en.consulta","Descripción.del.procedimiento","Clasificación.del.objeto","Tipo.de.procedimiento","Tipo.de.modalidad","Inicio.de.recepción.de.ofertas","Cierre.de.recepción.de.ofertas","Fecha.hora.de.apertura.de.ofertas","Plazo.del.acto.final","Presupuesto.total.estimado","Presupuesto.total.estimado.USD..Opcional.","Fundamento.jurídico","cant_cod"
"178","Contrato","06/10/2022 10:29","2022CD-000022-0021100001","Orotina","","20221000800-00","COMPRA DE UPS Y REPUESTOS DE UPS, FUSORES PARA IMPRESORAS XEROX PARA LA MUNICIPALIDAD DE OROTINA SEGÚN DEMANDA","Bienes","Contratación directa","Según demanda","06/10/2022 16:00","12/10/2022 09:00","12/10/2022 09:05","10 Días hábiles",1283494.77,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",209
"179","Desierto/Infructuoso","06/10/2022 11:19","2022CD-000144-0003900001","Nicoya","20221000825-01","20221000825-00","Servicios profesionales para soporte profesional al departamento de Control Constructivo y Obra Pública de la Municipalidad de Nicoya","Servicios","Contratación directa","Servicios","10/10/2022 07:30","13/10/2022 15:00","13/10/2022 15:01","10 Días hábiles",3e+06,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",502
"180","Contrato","06/10/2022 14:22","2022CD-000025-0004400001","Golfito","","20220904588-00","SUMINISTRO DE COMBUSTIBLE PARA LA FLOTILLA DE LA UTGVM MUNICIPALIDAD DE GOLFITO","Bienes/servicios","Contratación directa","Cantidad definida","06/10/2022 15:00","10/10/2022 10:00","10/10/2022 10:00","10 Días naturales",25877596,"","Contratación directa para compra de combustible en las estaciones de servicios (Artículo 2 inc. d) LCA y artículo 139 inciso n) RLCA.",607
"181","Contrato","06/10/2022 15:32","2022CD-000235-0021700001","Heredia","","20221000980-00","CONTRATACION DE SERVICIOS DE DEMOLICION TOTAL DE ESCUELA DE LA GRAN SAMARIA, EN SAN FRANCISCO DE HEREDIA PARA LA MUNICIPALIDAD DE HEREDIA","Servicios","Contratación directa","Servicios","12/10/2022 12:00","13/10/2022 10:00","13/10/2022 10:00","10 Días hábiles",1.4e+07,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",401
"182","Contrato","07/10/2022 08:52","2022LA-000011-0019100001","Coto Brus","","20221000706-00","COMPRA DE MINIEXCAVADORA PARA EL SERVICIO DE RESIDUOS SOLIDOS DE LA MUNICIPALIDAD DE COTO BRUS","Bienes/servicios","Licitación abreviada","Cantidad definida","10/10/2022 07:00","14/10/2022 13:30","14/10/2022 13:31","10 Días hábiles",5e+07,"",NA,608
"183","Desierto/Infructuoso","07/10/2022 14:00","2022CD-000172-0000700001","Grecia","","20221001214-00","Servicios de alquiler de inflables, circuitos de aventura con canopy para eventos de la Municipalidad de Grecia","Servicios","Contratación directa","Cantidad definida","07/10/2022 14:10","11/10/2022 10:00","11/10/2022 10:00","4 Días hábiles",3200000,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",203
"184","Adjudicación en firme","10/10/2022 12:24","2022CD-000173-0017500001","Turrialba","","20221001438-00","Adquisición de Combustible Administración Municipalidad de Turrialba","Bienes","Contratación directa","Cantidad definida","10/10/2022 13:00","10/10/2022 14:00","10/10/2022 14:01","10 Días hábiles",1e+06,"","Contratación directa para compra de combustible en las estaciones de servicios (Artículo 2 inc. d) LCA y artículo 139 inciso n) RLCA.",305
"185","Adjudicación en firme","10/10/2022 12:46","2022LA-000006-0016600012","Sarchi","20221001294-01","20221001294-00","CONSTRUCCIÓN Y DIRECCION TÉCNICA DE LA SALA DE CAPACITACIÓN AMBIENTAL PARA LA MUNICIPALIDAD DE SARCHÍ”","Obra publica","Licitación abreviada","Cantidad definida","10/10/2022 14:00","07/11/2022 10:00","07/11/2022 10:00","40 Días hábiles",6e+07,"",NA,212
"186","Contrato","10/10/2022 14:45","2022CD-000046-0022900511","Hojancha","","20221001482-00","Compra de central telefonica para la Municipalidad de Hojancha","Bienes/servicios","Contratación directa","Cantidad definida","13/10/2022 07:30","14/10/2022 10:00","14/10/2022 11:00","10 Días hábiles",3e+06,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",511
"187","Adjudicación en firme","11/10/2022 11:09","2022LA-000027-0021700001","Heredia","20221001672-01","20221001672-00","CONSTRUCCION DEL CEMENTERIO DE VARABLANCA PARA LA MUNICIPALIDAD DE HEREDIA","Bienes","Licitación abreviada","Servicios","24/10/2022 07:00","25/10/2022 10:00","25/10/2022 10:00","20 Días hábiles",1.98e+08,"",NA,401
"188","Adjudicado","11/10/2022 11:58","2022LA-000022-0020800001","Escazu","","20221001658-00","SUMINISTRO E IMPRESIÓN DE PRODUCTOS PUBLICITARIOS O PROMOCIONALES PARA LAS ACTIVIDADES REALIZADAS POR LA MUNICIPALIDAD DE ESCAZÚ","Servicios","Licitación abreviada","Según demanda","11/10/2022 12:00","18/10/2022 11:00","18/10/2022 11:01","10 Días hábiles",6499976,"",NA,102
"189","Contrato","12/10/2022 13:54","2022CD-000239-0021700001","Heredia","20221001950-01","20221001950-00","COMPRA E INSTALACIÓN DE AIRE ACONDICIONADO PARA LA MUNICIPALIDAD DE HEREDIA","Bienes","Contratación directa","Cantidad definida","18/10/2022 08:00","21/10/2022 11:00","21/10/2022 11:00","10 Días hábiles",10040104,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",401
"190","Contrato","12/10/2022 14:31","2022CD-000029-0028011201","Acosta","","20221001967-00","Servicios de contratación de mantenimiento general de flotilla vehicular del área de recolección de residuos de la Municipalidad de Acosta.","Bienes/servicios","Contratación directa","Según demanda","12/10/2022 15:00","19/10/2022 11:00","19/10/2022 11:00","10 Días hábiles",3470000,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",112
"191","Contrato","12/10/2022 14:43","2022CD-000231-0021600001","Desamparados","","20221001979-00","Alquiler de cabañas sanitarias para actividades de celebración del cantonato 160 de la Municipalidad de Desamparados.","Bienes/servicios","Contratación directa","Cantidad definida","12/10/2022 15:00","14/10/2022 12:00","14/10/2022 12:05","5 Días hábiles",6e+05,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",103
"192","Contrato","12/10/2022 14:47","2022CD-000154-0002300005","Sarapiqui","20221001960-01","20221001960-00","Solicitud de confección de uniforme para la Unidad de Plataforma de Servicios de la Municipalidad de Sarapiquí","Bienes","Contratación directa","Cantidad definida","12/10/2022 15:00","17/10/2022 16:00","17/10/2022 16:00","6 Días hábiles",1121746.746,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",410
"193","Contrato","12/10/2022 14:57","2022CD-000233-0021600001","Desamparados","","20221001989-00","Alimentación para actividades de celebración del cantonato 160 de la Municipalidad de Desamparados.","Bienes/servicios","Contratación directa","Cantidad definida","12/10/2022 15:00","14/10/2022 12:00","14/10/2022 12:05","15 Días hábiles",1500000,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",103
"194","Contrato","13/10/2022 13:03","2022CD-000037-0019400001","Osa","","20221002093-00","4X4, PARA EL DEPARTAMENTO DE URBANISMO DE LA MUNICIPALIDAD DE OSA","Bienes","Contratación directa","Cantidad definida","14/10/2022 14:00","18/10/2022 14:00","18/10/2022 14:05","6 Días hábiles",2e+07,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",605
"195","Contrato","13/10/2022 14:23","2022CD-000121-0012000001","El Guarco","","20221002199-00","Adquisición de mobiliario vario para la Municipalidad de El Guarco","Bienes/servicios","Contratación directa","Cantidad definida","13/10/2022 14:30","19/10/2022 14:15","19/10/2022 14:15","8 Días hábiles",7415690,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",308
"196","Contrato","13/10/2022 14:31","2022CD-000158-0010900001","Paraiso","","20221002209-00","La Municipalidad de Paraíso requiere realizar mejoras de dos oficinas del plantel municipal","Bienes/servicios","Contratación directa","Servicios","13/10/2022 15:00","18/10/2022 08:00","18/10/2022 08:00","5 Días hábiles",5e+06,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",302
"197","Desierto/Infructuoso","14/10/2022 07:53","2022CD-000132-0022500001","Guacimo","","20221002337-00","COMPRA DE ALFOMBRA PARA ENTRADA PRINCIPAL DE LA MUNICIPALIDAD DE GUÁCIMO.","Bienes","Contratación directa","Cantidad definida","17/10/2022 08:00","19/10/2022 12:00","19/10/2022 12:01","10 Días hábiles",6e+05,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",706
"198","Adjudicación en firme","14/10/2022 09:28","2022LA-000009-0024250801","Tilaran","","20221002365-00","“Construcción III y IV etapa Auditorio Cultural de la Municipalidad”","Obra publica","Licitación abreviada","Servicios","17/10/2022 07:00","25/10/2022 09:00","25/10/2022 09:00","14 Días hábiles",46432113.37,"",NA,508
"199","Contrato","14/10/2022 13:40","2022CD-000182-0017500001","Turrialba","","20221002426-00","Adquisición de Combustible Administración Municipalidad de Turrialba","Bienes","Contratación directa","Cantidad definida","14/10/2022 13:45","17/10/2022 12:10","17/10/2022 12:11","10 Días hábiles",1e+06,"","Contratación directa para compra de combustible en las estaciones de servicios (Artículo 2 inc. d) LCA y artículo 139 inciso n) RLCA.",305
"200","Contrato","14/10/2022 14:47","2022CD-000245-0021600001","Desamparados","","20221002496-00","CONTRATACIÓN DE SERVICIOS PROFESIONALES PARA: CONSULTA Y GRADO DE SATISFACIÓN DE LOS USUARIOS DE LOS SERVICIOS Y GESTIÓN REALIZADA POR LA MUNICIPALIDAD DE DESAMPARADOS","Servicios","Contratación directa","Cantidad definida","14/10/2022 15:00","19/10/2022 09:00","19/10/2022 09:05","15 Días hábiles",6e+06,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",103
"201","Contrato","17/10/2022 15:05","2022CD-000172-0023570101","Limon","","20221002630-00","Adquisición de equipo de protección y trabajo para unidades del Área Operativa de la Municipalidad de Limón (II-2022)”.","Bienes","Contratación directa","Cantidad definida","18/10/2022 10:00","21/10/2022 09:00","21/10/2022 10:00","10 Días hábiles",10960000,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",701
"202","Contrato","17/10/2022 16:08","2022CD-000039-0019400001","Osa","","20221002339-00","ADQUISICIÓN DE UNIFORMES PARA LOS FUNCIONARIOS DE SERVICIOS MUNICIPALES DE LA MUNICIPALIDAD DE OSA","Bienes","Contratación directa","Según demanda","18/10/2022 09:00","24/10/2022 09:00","24/10/2022 09:05","8 Días hábiles",1027900,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",605
"203","Contrato","18/10/2022 07:27","2022CD-000034-0020000306","Alvarado","","20221002519-00","Compra de teléfono IP para los departamentos de secretaria y asistente administrativa de la Municipalidad de Alvarado","Bienes","Contratación directa","Cantidad definida","18/10/2022 07:30","21/10/2022 09:30","21/10/2022 09:31","10 Días hábiles",1e+05,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",306
"204","Contrato","18/10/2022 07:30","2022CD-000036-0020000306","Alvarado","","20221002193-00","Compra de mobiliario de oficina para el departamento de la UTGVM y Administración de la Municipalidad de Alvarado","Bienes","Contratación directa","Cantidad definida","18/10/2022 07:40","21/10/2022 11:00","21/10/2022 11:01","10 Días hábiles",435000,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",306
"205","Contrato","18/10/2022 07:32","2022CD-000037-0020000306","Alvarado","","20221002480-00","Adquision de materiales y herramientas para los diferentes departamentos de la Municipalidad de Alvarado","Bienes","Contratación directa","Cantidad definida","18/10/2022 07:40","21/10/2022 11:30","21/10/2022 11:31","10 Días hábiles",5078000,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",306
"206","Contrato","18/10/2022 07:33","2022CD-000038-0020000306","Alvarado","","20221002375-00","Compra de laptop, impresora y teléfono celular para la Municipalidad de Alvarado","Bienes","Contratación directa","Cantidad definida","18/10/2022 07:40","21/10/2022 14:00","21/10/2022 14:01","10 Días hábiles",1900000,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",306
"207","Adjudicación en firme","18/10/2022 10:01","2022LA-000007-0019400001","Osa","","20221002215-00","ADQUISICIÓN DE MATERIALES, ÚTILES, HERRAMIENTAS Y ACCESORIOS DE CONSTRUCCIÓN, ENTREGA SEGÚN DEMANDA PARA LA MUNICIPALIDAD DE OSA","Bienes","Licitación abreviada","Según demanda","18/10/2022 10:00","04/11/2022 09:00","04/11/2022 09:05","28 Días hábiles",11760168.2,"",NA,605
"208","Contrato","18/10/2022 10:58","2022CD-000248-0021600001","Desamparados","","20221002939-00","Compra de deshumificadores para el depósito documental del Archivo Municipal de la Municipalidad de Desamparados.","Bienes","Contratación directa","Cantidad definida","18/10/2022 12:00","24/10/2022 09:00","24/10/2022 09:30","5 Días hábiles",679500,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",103
"209","Contrato","18/10/2022 11:32","2022LA-000017-0019500001","Aserri","","20221002961-00","Solicitud 79UTGV. Contratación de suministro, acarreo, colocación y compactación mezcla asfáltica caliente para camino Cedral Tarbaca Proyecto INDER–MUNICIPALIDAD DE ASERRI","Servicios","Licitación abreviada","Cantidad definida","18/10/2022 12:00","26/10/2022 07:00","26/10/2022 08:00","22 Días hábiles",54586600,"",NA,106
"210","Contrato","18/10/2022 13:59","2022CD-001174-0015499999","San Jose","","20221003034-00","Contratación de soporte, mantenimiento y consultorías por horas de servicio sobre el módulo integral de cajas instalado en la Municipalidad de San José.","Servicios","Contratación directa","Servicios","19/10/2022 07:30","21/10/2022 15:00","21/10/2022 15:01","10 Días hábiles",6e+06,"","Contratación directa por ser oferente único (Artículo 2 inc. d LCA y artículo 139 inciso a RLCA).",101
"211","Adjudicación en firme","18/10/2022 14:40","2022RE-000001-0003100001","Puntarenas","20221002804-01 20221002804-02","20221002804-00","REMATE DE 6 TRAMOS DEL MERCADO MUNICIPAL DE LA MUNICIPALIDAD DEL CANTÓN CENTRAL DE PUNTARENAS","Servicios","Remate","Remate para dar en arrendamiento bienes inmuebles","La fecha/hora de recepción de la oferta podrá ser consultada en la información del producto de la partida detallada.","La fecha/hora de cierre de recepción de la oferta podrá ser consultada en la información del producto de la partida detallada.","La fecha y hora de la apertura del producto de la partida detallada podrá ser visualizada.","20 Días hábiles",2986918.83,"",NA,601
"212","Contrato","18/10/2022 17:06","2022CD-000051-0023100001","Curridabat","20221003147-01","20221003147-00","CONTRATACIÓN SERVICIO DE SANDBLASTING EDIFICIO DE SERVICIOS SOCIALES Y CULTURALES DE LA MUNICIPALIDAD CURRIDABAT","Bienes/servicios","Contratación directa","Servicios","18/10/2022 17:20","25/10/2022 09:00","25/10/2022 09:01","10 Días hábiles",6e+05,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",118
"213","Contrato","18/10/2022 18:12","2022CD-000040-0019400001","Osa","","20221003153-00","“ADQUISICIÓN DE MOBILIARIO PARA LAS OFICINAS DE LA MUNICIPALIDAD DE OSA","Bienes","Contratación directa","Cantidad definida","19/10/2022 15:00","25/10/2022 15:00","25/10/2022 15:05","10 Días hábiles",8775954.92,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",605
"214","Contrato","19/10/2022 07:45","2022CD-000222-0003300001","Moravia","","20221003186-00","Elaboración e implementación del Plan de Gestión Ambiental Institucional de la Municipalidad de Moravia","Servicios","Contratación directa","Servicios","19/10/2022 09:00","26/10/2022 09:00","26/10/2022 09:05","10 Días hábiles",5e+06,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",114
"215","Sin definir","19/10/2022 09:13","2022CD-000241-0024100001","Goicoechea","20221001312-02","20221001312-00","Contratación de Servicio de Mantenimiento Preventivo y Correctivo de Vehículos de la Municipalidad de Goicoechea [Sin efecto]","Servicios","Contratación directa","Según demanda","19/10/2022 23:00","20/10/2022 08:00","20/10/2022 08:01","30 Días hábiles",2500000,"","Contratación directa para reparaciones indeterminadas (Artículo 2 inc. d) LCA y artículo 139 inciso g) RLCA.",108
"216","Contrato","19/10/2022 10:09","2022CD-000041-0020000306","Alvarado","20221003201-01","20221003201-00","Compra de herramienta para el departamento de la UTGVM de la Municipalidad de Alvarado","Bienes","Contratación directa","Cantidad definida","19/10/2022 10:10","25/10/2022 08:00","25/10/2022 08:01","10 Días hábiles",1269000,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",306
"217","Contrato","19/10/2022 11:17","2022CD-000111-0002200001","Mora","","20221003056-00","COMPRA DE CASCOS PARA INSPECTORES MUNICIPALIDAD DE MORA","Bienes/servicios","Contratación directa","Cantidad definida","19/10/2022 12:00","26/10/2022 14:00","26/10/2022 14:00","10 Días hábiles",360000,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",107
"218","Contrato","19/10/2022 11:32","2022CD-000306-0003600001","San Carlos","20221003239-01 20221003239-02","20221003239-00","COMPRA DE EQUIPO DE COMPUTO PARA DIFERENTES DEPARTAMENTOS DE LA MUNICIPALIDAD DE SAN CARLOS","Bienes","Contratación directa","Cantidad definida","19/10/2022 17:00","26/10/2022 14:00","26/10/2022 14:00","10 Días hábiles",14910000,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",210
"219","Contrato","19/10/2022 12:35","2022CD-000244-0021700001","Heredia","","20221003348-00","COMPRA DE ARMAS DE FUEGO PARA LA MUNICIPALIDAD DE HEREDIA","Bienes","Contratación directa","Cantidad definida","25/10/2022 08:00","26/10/2022 09:00","26/10/2022 09:00","10 Días hábiles",5400000,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",401
